Rossz,Szomszedos,Szep. 25--27.,Okt. 2--4.,Okt. 9--11.,Okt. 16--18.,Oszi szunet,Nov. 6--8.,Nov. 13--15.,Nov. 20--22.,Nov. 27--29.,Dec. 4--6.,Dec. 11--13.,Dec. 18--20.,Jan. 8--10.,Jan. 15--17.,Jan. 22--24.,Jan. 29--31.
10,1,Hetedikesek,,,B,,ZsA,,Monguz,,,Lemur,,Beluga,Okapi,,ZsB
10,1,Hetedikesek,,B,,,ZsB,,Monguz,,ZsA,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,ZsA,,B,,ZsB,,Monguz,,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,ZsB,B,,ZsA,,Monguz,,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,B,,ZsA,,Monguz,,,Lemur,,ZsB,Okapi,,Beluga
10,1,Hetedikesek,,,B,,ZsB,,Monguz,ZsA,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,ZsA,,ZsB,,Monguz,,B,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,ZsB,,ZsA,,Monguz,,B,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,Monguz,,ZsA,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,ZsA,,B,,Beluga,,Monguz,,,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,,B,,Beluga,,Monguz,ZsA,,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,,ZsA,,Beluga,,Monguz,,B,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,ZsB,,,Beluga,,Monguz,,B,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,ZsB,,,Beluga,,Monguz,ZsA,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,ZsB,,Beluga,,Monguz,,ZsA,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,B,,ZsA,,Monguz,,,Lemur,,Beluga,ZsB,,Okapi
10,1,Hetedikesek,,ZsB,,,ZsA,,Monguz,,,Lemur,,Beluga,B,,Okapi
10,1,Hetedikesek,,ZsB,,,ZsA,,Monguz,,,Lemur,,Beluga,,B,Okapi
10,1,Hetedikesek,Okapi,,B,,,Beluga,,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,Okapi,,ZsA,,,Beluga,,Monguz,,Lemur,,,ZsB,,B
10,1,Hetedikesek,,Okapi,B,,Beluga,,,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,,Okapi,,,Beluga,,B,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,,Okapi,,,Beluga,,,Monguz,,Lemur,,ZsB,B,,ZsA
10,1,Hetedikesek,,Okapi,,,Beluga,,,Monguz,,Lemur,,ZsB,,B,ZsA
10,1,Hetedikesek,,Okapi,ZsA,,Beluga,,,Monguz,,Lemur,,,ZsB,,B
10,1,Hetedikesek,,Okapi,,,Beluga,ZsA,,Monguz,,Lemur,,,ZsB,,B
10,1,Hetedikesek,,Okapi,,,Beluga,,ZsA,Monguz,,Lemur,,,ZsB,,B
10,1,Hetedikesek,,Okapi,,,Beluga,,,Monguz,,Lemur,ZsA,,ZsB,,B
10,1,Hetedikesek,,Okapi,,,Beluga,,,Monguz,,Lemur,,ZsB,ZsA,,B
10,1,Hetedikesek,,Okapi,,,Beluga,,,Monguz,,Lemur,,ZsB,,ZsA,B
10,1,Hetedikesek,,Okapi,B,,,Beluga,,Monguz,,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,Okapi,,,,Beluga,,Monguz,,Lemur,B,,ZsB,,ZsA
10,1,Hetedikesek,,Okapi,,,ZsA,Beluga,,Monguz,,Lemur,,,B,,ZsB
10,1,Hetedikesek,,Okapi,ZsB,,,Beluga,,Monguz,,Lemur,,,B,,ZsA
10,1,Hetedikesek,,Okapi,ZsA,,,Beluga,,Monguz,,Lemur,,ZsB,,B,
10,1,Hetedikesek,,Okapi,,,ZsA,Beluga,,Monguz,,Lemur,,ZsB,,,B
10,1,Hetedikesek,,Okapi,,,,Beluga,,Monguz,,Lemur,,ZsA,ZsB,,B
10,1,Hetedikesek,,Okapi,ZsB,,,Beluga,,Monguz,,Lemur,,,ZsA,,B
10,1,Hetedikesek,,Okapi,,,ZsA,,Beluga,Monguz,,Lemur,,,B,,ZsB
10,1,Hetedikesek,,Okapi,,,ZsA,,Beluga,Monguz,,Lemur,,ZsB,,,B
10,1,Hetedikesek,,Okapi,,,ZsB,,,Monguz,,Lemur,,Beluga,B,,ZsA
10,1,Hetedikesek,,Okapi,,,ZsB,,,Monguz,,Lemur,,Beluga,,B,ZsA
10,1,Hetedikesek,,Okapi,,,ZsA,,,Monguz,,Lemur,,Beluga,,ZsB,B
10,1,Hetedikesek,,Okapi,,,,ZsA,,Monguz,,Lemur,,Beluga,ZsB,,B
10,1,Hetedikesek,,Okapi,,,ZsB,,,Monguz,,Lemur,,Beluga,ZsA,,B
10,1,Hetedikesek,,Okapi,,,ZsB,,,Monguz,,Lemur,,Beluga,,ZsA,B
10,1,Hetedikesek,,Okapi,,,ZsA,,,Monguz,,Lemur,,ZsB,,Beluga,B
10,1,Hetedikesek,B,,Okapi,,Beluga,,,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,,B,Okapi,,Beluga,,,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,,,Okapi,,Beluga,,B,Monguz,,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,,Okapi,,Beluga,,,Monguz,,Lemur,B,,ZsB,,ZsA
10,1,Hetedikesek,ZsA,,Okapi,,Beluga,,,Monguz,,Lemur,,,B,,ZsB
10,1,Hetedikesek,,,Okapi,,Beluga,,ZsB,Monguz,,Lemur,,,B,,ZsA
10,1,Hetedikesek,,,Okapi,,Beluga,ZsA,,Monguz,,Lemur,,ZsB,,B,
10,1,Hetedikesek,,,Okapi,,Beluga,,ZsA,Monguz,,Lemur,,ZsB,,B,
10,1,Hetedikesek,ZsA,,Okapi,,Beluga,,,Monguz,,Lemur,,ZsB,,,B
10,1,Hetedikesek,,,Okapi,,Beluga,,,Monguz,,Lemur,,ZsA,ZsB,,B
10,1,Hetedikesek,,,Okapi,,Beluga,,ZsB,Monguz,,Lemur,,,ZsA,,B
10,1,Hetedikesek,B,,Okapi,,,Beluga,,Monguz,,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,B,Okapi,,,Beluga,,Monguz,,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,,Okapi,,,Beluga,,Monguz,,Lemur,ZsA,,B,,ZsB
10,1,Hetedikesek,ZsB,,Okapi,,,Beluga,,Monguz,,Lemur,,,B,,ZsA
10,1,Hetedikesek,,,Okapi,,,Beluga,,Monguz,,Lemur,ZsB,,B,,ZsA
10,1,Hetedikesek,,ZsB,Okapi,,,Beluga,,Monguz,,Lemur,,ZsA,,B,
10,1,Hetedikesek,,,Okapi,,ZsB,Beluga,,Monguz,,Lemur,,ZsA,,B,
10,1,Hetedikesek,,ZsA,Okapi,,,Beluga,,Monguz,,Lemur,,,ZsB,,B
10,1,Hetedikesek,,,Okapi,,,Beluga,,Monguz,,Lemur,,ZsA,,ZsB,B
10,1,Hetedikesek,ZsB,,Okapi,,,Beluga,,Monguz,,Lemur,,,ZsA,,B
10,1,Hetedikesek,,,Okapi,,,Beluga,,Monguz,,Lemur,ZsB,,ZsA,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,Beluga,Monguz,,Lemur,,ZsA,,B,
10,1,Hetedikesek,,,Okapi,,ZsA,,B,Monguz,,Lemur,,Beluga,,ZsB,
10,1,Hetedikesek,,,Okapi,,ZsB,,B,Monguz,,Lemur,,Beluga,,ZsA,
10,1,Hetedikesek,,,Okapi,,ZsA,,,Monguz,,Lemur,,Beluga,B,,ZsB
10,1,Hetedikesek,,,Okapi,,ZsA,,ZsB,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,Okapi,,ZsA,,,Monguz,,Lemur,,Beluga,,B,ZsB
10,1,Hetedikesek,,ZsB,Okapi,,,ZsA,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,Okapi,,ZsB,ZsA,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,Okapi,,ZsB,,ZsA,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,ZsA,,Okapi,,ZsB,,,Monguz,,Lemur,,Beluga,,,B
10,1,Hetedikesek,,ZsB,Okapi,,ZsA,,,Monguz,,Lemur,,Beluga,,,B
10,1,Hetedikesek,,,Okapi,,,ZsA,,Monguz,,Lemur,,Beluga,,ZsB,B
10,1,Hetedikesek,ZsA,,Okapi,,ZsB,,,Monguz,,Lemur,,,Beluga,,B
10,1,Hetedikesek,,ZsB,Okapi,,ZsA,,,Monguz,,Lemur,,,Beluga,,B
10,1,Hetedikesek,,,Okapi,,ZsA,,,Monguz,,Lemur,,ZsB,Beluga,,B
10,1,Hetedikesek,,,Okapi,,ZsA,,B,Monguz,,Lemur,,ZsB,,Beluga,
10,1,Hetedikesek,,,Okapi,,,ZsA,,Monguz,,Lemur,,ZsB,,Beluga,B
10,1,Hetedikesek,,,Okapi,,ZsA,,B,Monguz,,Lemur,,,ZsB,,Beluga
10,1,Hetedikesek,ZsA,,Okapi,,ZsB,,,Monguz,,Lemur,,,B,,Beluga
10,1,Hetedikesek,,ZsB,Okapi,,ZsA,,,Monguz,,Lemur,,,B,,Beluga
10,1,Hetedikesek,,,Okapi,,ZsA,,,Monguz,,Lemur,,ZsB,B,,Beluga
10,1,Hetedikesek,,,Okapi,,ZsA,,,Monguz,,Lemur,,ZsB,,B,Beluga
10,1,Hetedikesek,,B,,,Beluga,Okapi,,Monguz,,Lemur,,,ZsB,,ZsA
10,1,Hetedikesek,,,B,,Beluga,Okapi,,Monguz,,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,,ZsB,,Beluga,Okapi,,Monguz,,Lemur,,,B,,ZsA
10,1,Hetedikesek,,,ZsA,,Beluga,Okapi,,Monguz,,Lemur,,ZsB,,B,
10,1,Hetedikesek,,,ZsB,,Beluga,Okapi,,Monguz,,Lemur,,,ZsA,,B
10,1,Hetedikesek,,B,,,,Okapi,,Monguz,,Lemur,,Beluga,ZsB,,ZsA
10,1,Hetedikesek,ZsA,,B,,,Okapi,,Monguz,,Lemur,,Beluga,,ZsB,
10,1,Hetedikesek,,,B,,ZsA,Okapi,,Monguz,,Lemur,,Beluga,,ZsB,
10,1,Hetedikesek,,ZsB,B,,,Okapi,,Monguz,,Lemur,,Beluga,,ZsA,
10,1,Hetedikesek,,,B,,ZsB,Okapi,,Monguz,,Lemur,,Beluga,,ZsA,
10,1,Hetedikesek,,,B,,,Okapi,,Monguz,,Lemur,,Beluga,,ZsB,ZsA
10,1,Hetedikesek,,,ZsB,,,Okapi,,Monguz,,Lemur,,Beluga,B,,ZsA
10,1,Hetedikesek,ZsA,,ZsB,,,Okapi,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,ZsB,ZsA,,,Okapi,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,ZsA,,ZsB,Okapi,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,ZsB,,ZsA,Okapi,,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,,ZsB,,,Okapi,,Monguz,,Lemur,,Beluga,,B,ZsA
10,1,Hetedikesek,,,ZsA,,,Okapi,,Monguz,,Lemur,,Beluga,,ZsB,B
10,1,Hetedikesek,,ZsB,,,ZsA,Okapi,,Monguz,,Lemur,,Beluga,,,B
10,1,Hetedikesek,,,ZsB,,,Okapi,,Monguz,,Lemur,,Beluga,ZsA,,B
10,1,Hetedikesek,,,ZsB,,,Okapi,,Monguz,,Lemur,,Beluga,,ZsA,B
10,1,Hetedikesek,,ZsB,,,ZsA,Okapi,,Monguz,,Lemur,,,Beluga,,B
10,1,Hetedikesek,ZsA,,B,,,Okapi,,Monguz,,Lemur,,ZsB,,Beluga,
10,1,Hetedikesek,,,B,,ZsA,Okapi,,Monguz,,Lemur,,ZsB,,Beluga,
10,1,Hetedikesek,,,B,,,Okapi,,Monguz,,Lemur,,ZsB,,Beluga,ZsA
10,1,Hetedikesek,,,ZsA,,,Okapi,,Monguz,,Lemur,,ZsB,,Beluga,B
10,1,Hetedikesek,ZsA,,B,,,Okapi,,Monguz,,Lemur,,,ZsB,,Beluga
10,1,Hetedikesek,,,B,,ZsA,Okapi,,Monguz,,Lemur,,,ZsB,,Beluga
10,1,Hetedikesek,,ZsB,,,ZsA,Okapi,,Monguz,,Lemur,,,B,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,Okapi,Monguz,,Lemur,,,ZsA,,ZsB
10,1,Hetedikesek,,B,,,Beluga,,Okapi,Monguz,,Lemur,,ZsB,,,ZsA
10,1,Hetedikesek,,,B,,Beluga,,Okapi,Monguz,,Lemur,,ZsA,,ZsB,
10,1,Hetedikesek,,ZsA,,,Beluga,,Okapi,Monguz,,Lemur,,ZsB,,B,
10,1,Hetedikesek,,,ZsB,,Beluga,,Okapi,Monguz,,Lemur,,ZsA,,B,
10,1,Hetedikesek,,ZsB,,,Beluga,,Okapi,Monguz,,Lemur,,ZsA,,,B
10,1,Hetedikesek,,B,,,ZsB,,Okapi,Monguz,,Lemur,,Beluga,,,ZsA
10,1,Hetedikesek,,,B,,ZsA,,Okapi,Monguz,,Lemur,,Beluga,,,ZsB
10,1,Hetedikesek,,ZsA,,,ZsB,,Okapi,Monguz,,Lemur,,Beluga,,B,
10,1,Hetedikesek,,B,,,ZsB,,Okapi,Monguz,,Lemur,,,Beluga,,ZsA
10,1,Hetedikesek,,,B,,ZsA,,Okapi,Monguz,,Lemur,,,Beluga,,ZsB
10,1,Hetedikesek,,,B,,ZsB,,Okapi,Monguz,,Lemur,,ZsA,,Beluga,
10,1,Hetedikesek,,B,,,ZsB,,Okapi,Monguz,,Lemur,,,ZsA,,Beluga
10,1,Hetedikesek,,,B,,ZsA,,Okapi,Monguz,,Lemur,,ZsB,,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,,Monguz,,Lemur,Okapi,,ZsB,,ZsA
10,1,Hetedikesek,,,ZsB,,Beluga,,,Monguz,,Lemur,Okapi,,B,,ZsA
10,1,Hetedikesek,,,ZsB,,Beluga,,,Monguz,,Lemur,Okapi,,ZsA,,B
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,Okapi,,ZsA,,ZsB
10,1,Hetedikesek,,,ZsA,,,Beluga,,Monguz,,Lemur,Okapi,,B,,ZsB
10,1,Hetedikesek,,ZsA,,,,Beluga,,Monguz,,Lemur,Okapi,,ZsB,,B
10,1,Hetedikesek,,ZsB,,,ZsA,,,Monguz,,Lemur,Okapi,,Beluga,,B
10,1,Hetedikesek,,,B,,ZsA,,,Monguz,,Lemur,Okapi,,ZsB,,Beluga
10,1,Hetedikesek,,ZsB,,,ZsA,,,Monguz,,Lemur,Okapi,,B,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,,Monguz,,Lemur,,ZsB,Okapi,,ZsA
10,1,Hetedikesek,ZsA,,B,,Beluga,,,Monguz,,Lemur,,,Okapi,,ZsB
10,1,Hetedikesek,,,B,,Beluga,,ZsB,Monguz,,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,,ZsB,,Beluga,,B,Monguz,,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,ZsB,,,Beluga,,,Monguz,,Lemur,B,,Okapi,,ZsA
10,1,Hetedikesek,,,ZsA,,Beluga,,ZsB,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,,ZsB,,Beluga,ZsA,,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,,ZsB,,Beluga,,ZsA,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,,ZsB,,Beluga,,,Monguz,,Lemur,ZsA,,Okapi,,B
10,1,Hetedikesek,,ZsB,,,Beluga,,,Monguz,,Lemur,,ZsA,Okapi,,B
10,1,Hetedikesek,B,,ZsB,,,Beluga,,Monguz,,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,B,,,ZsA,Beluga,,Monguz,,Lemur,,,Okapi,,ZsB
10,1,Hetedikesek,,B,ZsB,,,Beluga,,Monguz,,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,ZsA,,Okapi,,ZsB
10,1,Hetedikesek,ZsB,,B,,,Beluga,,Monguz,,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,ZsB,,Okapi,,ZsA
10,1,Hetedikesek,,,ZsB,,,Beluga,,Monguz,,Lemur,B,,Okapi,,ZsA
10,1,Hetedikesek,,ZsA,,,ZsB,Beluga,,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,ZsA,,,,Beluga,,Monguz,,Lemur,,ZsB,Okapi,,B
10,1,Hetedikesek,ZsB,,ZsA,,,Beluga,,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,,ZsA,,,Beluga,,Monguz,,Lemur,ZsB,,Okapi,,B
10,1,Hetedikesek,,,ZsB,,,Beluga,,Monguz,,Lemur,,ZsA,Okapi,,B
10,1,Hetedikesek,,B,,,ZsA,,Beluga,Monguz,,Lemur,,,Okapi,,ZsB
10,1,Hetedikesek,,ZsA,,,ZsB,,Beluga,Monguz,,Lemur,,,Okapi,,B
10,1,Hetedikesek,,B,,,ZsB,,,Monguz,,Lemur,,Beluga,Okapi,,ZsA
10,1,Hetedikesek,,,B,,ZsA,,,Monguz,,Lemur,,Beluga,Okapi,,ZsB
10,1,Hetedikesek,,,ZsB,,,ZsA,,Monguz,,Lemur,,Beluga,Okapi,,B
10,1,Hetedikesek,ZsA,,B,,ZsB,,,Monguz,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,ZsB,B,,ZsA,,,Monguz,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,B,,ZsA,,,Monguz,,Lemur,,ZsB,Okapi,,Beluga
10,1,Hetedikesek,,ZsB,,,ZsA,,B,Monguz,,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,ZsA,,B,,Beluga,,,Monguz,,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,B,,,ZsA,Beluga,,Monguz,,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,ZsA,,ZsB,,Okapi
10,1,Hetedikesek,,ZsB,B,,,Beluga,,Monguz,,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,,B,,ZsB,Beluga,,Monguz,,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,,ZsB,ZsA,,Okapi
10,1,Hetedikesek,,,B,,,Beluga,,Monguz,,Lemur,,ZsB,,ZsA,Okapi
10,1,Hetedikesek,ZsA,,ZsB,,,Beluga,,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,ZsB,ZsA,,,Beluga,,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,ZsA,,ZsB,Beluga,,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,ZsA,,,Beluga,,Monguz,,Lemur,,ZsB,B,,Okapi
10,1,Hetedikesek,,,ZsB,,ZsA,Beluga,,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,ZsB,,,,Beluga,,Monguz,,Lemur,ZsA,,B,,Okapi
10,1,Hetedikesek,,,ZsA,,,Beluga,,Monguz,,Lemur,,ZsB,,B,Okapi
10,1,Hetedikesek,,B,,,ZsA,,Beluga,Monguz,,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,,B,,ZsB,,Beluga,Monguz,,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,,ZsA,,ZsB,,Beluga,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,ZsB,,ZsA,,Beluga,Monguz,,Lemur,,,B,,Okapi
10,1,Hetedikesek,,,B,,ZsA,,,Monguz,,Lemur,,Beluga,ZsB,,Okapi
10,1,Hetedikesek,,ZsB,,,ZsA,,,Monguz,,Lemur,,Beluga,B,,Okapi
10,1,Hetedikesek,,ZsB,,,ZsA,,,Monguz,,Lemur,,Beluga,,B,Okapi
10,1,Hetedikesek,,Okapi,,,Beluga,,B,,Monguz,Lemur,,ZsB,,ZsA,
10,1,Hetedikesek,,Okapi,,,Beluga,,ZsB,,Monguz,Lemur,,,B,,ZsA
10,1,Hetedikesek,,Okapi,,,Beluga,,ZsA,,Monguz,Lemur,,ZsB,,B,
10,1,Hetedikesek,,Okapi,,,Beluga,,ZsB,,Monguz,Lemur,,,ZsA,,B
10,1,Hetedikesek,,Okapi,,,ZsB,,Beluga,,Monguz,Lemur,,ZsA,,B,
10,1,Hetedikesek,,Okapi,,,ZsA,,B,,Monguz,Lemur,,Beluga,,ZsB,
10,1,Hetedikesek,,Okapi,,,ZsB,,B,,Monguz,Lemur,,Beluga,,ZsA,
10,1,Hetedikesek,,Okapi,,,ZsA,,ZsB,,Monguz,Lemur,,Beluga,,B,
10,1,Hetedikesek,,Okapi,,,ZsB,,ZsA,,Monguz,Lemur,,Beluga,,B,
10,1,Hetedikesek,,Okapi,,,ZsA,,B,,Monguz,Lemur,,ZsB,,Beluga,
10,1,Hetedikesek,,Okapi,,,ZsA,,B,,Monguz,Lemur,,,ZsB,,Beluga
10,1,Hetedikesek,,,Okapi,,Beluga,,B,,Monguz,Lemur,,,ZsA,,ZsB
10,1,Hetedikesek,,,Okapi,,Beluga,,B,,Monguz,Lemur,,ZsB,,,ZsA
10,1,Hetedikesek,,,Okapi,,Beluga,,ZsA,,Monguz,Lemur,,,B,,ZsB
10,1,Hetedikesek,,,Okapi,,Beluga,,ZsA,,Monguz,Lemur,,ZsB,,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,Beluga,,Monguz,Lemur,,ZsA,,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,B,,Monguz,Lemur,,Beluga,,,ZsA
10,1,Hetedikesek,,,Okapi,,ZsA,,ZsB,,Monguz,Lemur,,Beluga,,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,ZsA,,Monguz,Lemur,,Beluga,,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,B,,Monguz,Lemur,,,Beluga,,ZsA
10,1,Hetedikesek,,,Okapi,,ZsA,,ZsB,,Monguz,Lemur,,,Beluga,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,ZsA,,Monguz,Lemur,,,Beluga,,B
10,1,Hetedikesek,,,Okapi,,ZsB,,B,,Monguz,Lemur,,,ZsA,,Beluga
10,1,Hetedikesek,,,Okapi,,ZsA,,ZsB,,Monguz,Lemur,,,B,,Beluga
10,1,Hetedikesek,,,Okapi,,ZsB,,ZsA,,Monguz,Lemur,,,B,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,Okapi,,Monguz,Lemur,,ZsA,,ZsB,
10,1,Hetedikesek,,ZsA,,,Beluga,,Okapi,,Monguz,Lemur,,,B,,ZsB
10,1,Hetedikesek,,ZsA,,,Beluga,,Okapi,,Monguz,Lemur,,ZsB,,,B
10,1,Hetedikesek,,,ZsB,,Beluga,,Okapi,,Monguz,Lemur,,ZsA,,,B
10,1,Hetedikesek,,B,,,ZsA,,Okapi,,Monguz,Lemur,,Beluga,,,ZsB
10,1,Hetedikesek,,ZsA,,,ZsB,,Okapi,,Monguz,Lemur,,Beluga,,,B
10,1,Hetedikesek,,B,,,ZsA,,Okapi,,Monguz,Lemur,,,Beluga,,ZsB
10,1,Hetedikesek,,ZsA,,,ZsB,,Okapi,,Monguz,Lemur,,,Beluga,,B
10,1,Hetedikesek,,B,,,ZsB,,Okapi,,Monguz,Lemur,,ZsA,,Beluga,
10,1,Hetedikesek,,B,,,ZsA,,Okapi,,Monguz,Lemur,,ZsB,,,Beluga
10,1,Hetedikesek,,ZsA,,,ZsB,,Okapi,,Monguz,Lemur,,,B,,Beluga
10,1,Hetedikesek,,B,,,Beluga,,ZsB,,Monguz,Lemur,,,Okapi,,ZsA
10,1,Hetedikesek,,,B,,Beluga,,ZsA,,Monguz,Lemur,,,Okapi,,ZsB
10,1,Hetedikesek,,,ZsA,,Beluga,,B,,Monguz,Lemur,,,Okapi,,ZsB
10,1,Hetedikesek,,,B,,ZsA,,ZsB,,Monguz,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,B,,ZsB,,ZsA,,Monguz,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,ZsA,,ZsB,,B,,Monguz,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,ZsB,,ZsA,,B,,Monguz,Lemur,,,Okapi,,Beluga
10,1,Hetedikesek,,,B,,ZsA,,Beluga,,Monguz,Lemur,,ZsB,,Okapi,
10,1,Hetedikesek,,,B,,Beluga,,ZsA,,Monguz,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,,ZsA,,Beluga,,B,,Monguz,Lemur,,,ZsB,,Okapi
10,1,Hetedikesek,,ZsB,,,Beluga,,B,,Monguz,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,ZsB,,,Beluga,,ZsA,,Monguz,Lemur,,,B,,Okapi
10,1,Hetedikesek,,B,,,ZsB,,Beluga,,Monguz,Lemur,,,ZsA,,Okapi
10,1,Hetedikesek,,,B,,ZsA,,Beluga,,Monguz,Lemur,,ZsB,,,Okapi
10,1,Hetedikesek,,,Okapi,,,Beluga,,ZsA,,Lemur,Monguz,,ZsB,,B
10,1,Hetedikesek,,,Okapi,,ZsA,,Beluga,,,Lemur,Monguz,,ZsB,,B
10,1,Hetedikesek,,,B,,Beluga,,Okapi,,,Lemur,Monguz,,ZsB,,ZsA
10,1,Hetedikesek,,ZsB,,,Beluga,,Okapi,,,Lemur,Monguz,,B,,ZsA
10,1,Hetedikesek,,,ZsA,,Beluga,,Okapi,,,Lemur,Monguz,,ZsB,,B
10,1,Hetedikesek,,ZsB,,,Beluga,,Okapi,,,Lemur,Monguz,,ZsA,,B
10,1,Hetedikesek,,,B,,Beluga,,,Okapi,,Lemur,Monguz,,ZsB,,ZsA
10,1,Hetedikesek,,ZsB,,,Beluga,,,Okapi,,Lemur,Monguz,,B,,ZsA
10,1,Hetedikesek,,,ZsA,,Beluga,,,Okapi,,Lemur,Monguz,,ZsB,,B
10,1,Hetedikesek,,ZsB,,,Beluga,,,Okapi,,Lemur,Monguz,,ZsA,,B
10,1,Hetedikesek,,B,,,,Beluga,,Okapi,,Lemur,Monguz,,ZsB,,ZsA
10,1,Hetedikesek,,,ZsB,,,Beluga,,Okapi,,Lemur,Monguz,,B,,ZsA
10,1,Hetedikesek,,,ZsB,,,Beluga,,Okapi,,Lemur,Monguz,,ZsA,,B
10,1,Hetedikesek,,ZsB,,,,Beluga,,ZsA,,Lemur,Monguz,,Okapi,,B
10,1,Hetedikesek,,ZsB,,,ZsA,,Beluga,,,Lemur,Monguz,,Okapi,,B
10,1,Hetedikesek,Okapi,,B,,,Beluga,,ZsA,,Lemur,,Monguz,,ZsB,
10,1,Hetedikesek,Okapi,,ZsB,,,Beluga,,ZsA,,Lemur,,Monguz,,B,
10,1,Hetedikesek,Okapi,,B,,ZsA,,Beluga,,,Lemur,,Monguz,,ZsB,
10,1,Hetedikesek,Okapi,,B,,ZsB,,Beluga,,,Lemur,,Monguz,,ZsA,
10,1,Hetedikesek,Okapi,,ZsA,,ZsB,,Beluga,,,Lemur,,Monguz,,B,
